x0000,y0000
0.2060522586,0.03725179285,
0.2076283246,0.03925966471,
0.1818581372,0.04171248153,
0.1340901703,0.03814932704,
0.1003336236,0.0336762704,
0.07687733322,0.02528177015,
0.0465452373,0.01325816289,
0.02845354192,0.006632186472,
0.0247688368,0.005097449291,
0.02582912706,0.004713702947,
0.03190205619,0.004775948357,
0.04181806371,0.005724769551,
0.04571034387,0.008548313752,
0.06372340769,0.01839374937,
0.08894699812,0.03008113615,
0.09623214602,0.03400415182,
0.09101118892,0.03167153895,
0.08267056197,0.02614042349,
0.07604483515,0.02245409042,
0.07736328244,0.02114748396,
0.06406029314,0.0177123677,
0.051257696,0.01116126683,
0.0508235544,0.007901095785,
0.04675577953,0.005972238258,
0.03994678333,0.004567353521,
0.04739325121,0.004181926139,
0.087209858,0.005600849632,
0.1875174046,0.009246890433,
0.2863349617,0.01286645513,
0.3465230763,0.0157131739,
0.3860215247,0.01693576761,
0.4125409126,0.01784625649,
0.4261765778,0.01966859587,
0.4293121994,0.02029674128,
0.4223718941,0.01951703243,
0.3996971548,0.01810265705,
0.3595844805,0.0171788279,
0.3165435195,0.01514607668,
0.252861917,0.01249241456,
0.1467670053,0.00850020349,
0.07162320614,0.005626577418,
0.05737932026,0.005197161343,
0.05857193097,0.006082349923,
0.06853268296,0.007449890487,
0.08098587394,0.007178006694,
0.1061060727,0.007228150964,
0.1288212091,0.007428805809,
0.1612700969,0.008368048817,
0.1894781142,0.009533816949,
0.1774150729,0.009054297581,
0.162633881,0.00948534999,
0.1281143278,0.008627458476,
0.09360020608,0.006050277036,
0.07170014083,0.005059184041,
0.0597243309,0.005002419464,
0.05228091404,0.004765265156,
0.04805631563,0.004214737564,
0.04216715693,0.003952777479,
0.04192058742,0.003613161854,
0.03975142166,0.003511733608,
0.03814596683,0.002816316672,
0.03854532167,0.002981585916,
0.03929259256,0.003224933054,
0.03730788827,0.003197873477,
0.03690525889,0.003262419021,
0.03633267432,0.003051959909,
0.03633283451,0.002944378415,
0.03551942483,0.003337915055,
0.03515575454,0.003418037901,
0.03519298509,0.003428856377,
0.03527390584,0.003490980715,
0.03437138721,0.003730360186,
0.03710893169,0.004366488662,
0.04093468934,0.006315905135,
0.04401717708,0.007667734753,
0.04273398221,0.00831466727,
0.04122376814,0.007977680303,
0.03795886412,0.006652066484,
0.03498283401,0.005876785144,
0.03015132807,0.004604345188,
0.02868077718,0.004021243658,
0.02887887694,0.004032966215,
0.02815517224,0.004427530337,
0.02846899442,0.004710885696,
0.03042649291,0.005359803326,
0.03559522703,0.006815987639,
0.06133034453,0.01461487729,
0.1041800007,0.0317757912,
0.1417317241,0.0486856699,
0.1655863076,0.05957073346,
0.182416752,0.06703099608,
0.2072086185,0.04274275526,
0.1881616116,0.0419860445,
0.1541079432,0.04068029672,
0.1186081842,0.03662696108,
0.0889750123,0.02906501852,
0.06476967782,0.02068291418,
0.03911743686,0.0103945164,
0.02665621229,0.005536529701,
0.02501680888,0.004332392942,
0.02549021505,0.004348180722,
0.03438331187,0.005123170093,
0.04321584478,0.005832347088,
0.04836677387,0.008801566437,
0.07684097439,0.02130292542,
0.1151163876,0.03730592877,
0.1295870245,0.04546547309,
0.1223166287,0.04384646565,
0.1114656255,0.0392424278,
0.1030904129,0.03379745781,
0.09737420082,0.03232586011,
0.08491525799,0.02583510801,
0.06610457599,0.01733358577,
0.05658401549,0.01110208128,
0.04791199788,0.0072833593,
0.04180964828,0.005015833769,
0.04838416353,0.004584988579,
0.09404552728,0.005590579938,
0.1978426129,0.009380985051,
0.3009197712,0.0131329624,
0.363604039,0.01583861187,
0.3935106099,0.01698574238,
0.417740196,0.01878587157,
0.4304075539,0.0195027031,
0.428686142,0.01981295459,
0.4165222943,0.01949647814,
0.3841958046,0.0177512113,
0.3486652374,0.01638014242,
0.3074556291,0.01479921583,
0.2454034537,0.01248674095,
0.150057897,0.009057545103,
0.07744608074,0.005900263321,
0.06241292879,0.005775323138,
0.06799516082,0.00699086953,
0.08955640346,0.008068158291,
0.1223715544,0.008620097302,
0.1727126241,0.009781370871,
0.2125773579,0.01128454879,
0.2592217624,0.01250546612,
0.2831067741,0.01351050753,
0.286796242,0.01401672605,
0.2615685463,0.01376826502,
0.2229110152,0.01128081977,
0.1540960222,0.008957654238,
0.1132953167,0.00757235568,
0.08263573796,0.007000788581,
0.0668142736,0.006135282107,
0.05390432477,0.005174589809,
0.04765659571,0.004285198171,
0.04549463466,0.003705824958,
0.04250918329,0.003517074045,
0.0400534831,0.003611986293,
0.03969650343,0.003363313619,
0.03928432986,0.003071401501,
0.03893211856,0.003235401819,
0.0377025716,0.003245335305,
0.03751490638,0.003275497817,
0.03685953841,0.0031047964,
0.03658086434,0.003569348017,
0.03656249866,0.003475625068,
0.03561767936,0.003330114996,
0.03503198922,0.003639125265,
0.03567712381,0.003829806112,
